,title,comments,nanashi,date,timetable,id
607,,,,,,
608,"
【12球団総合】プロ野球雑談・議論 Part241
","・煽り荒らしはとりあえずバツポチで対応・次スレはアク引継ぎで>>950よろしく!jien!ngk【ＷＢＣ日本代表メンバー】◆投手大谷翔平（LAA）ダルビッシュ有（SD）戸郷翔征（巨人）佐々木朗希（ロッテ）山本由伸（オリックス）今永昇太（DeNA）松井裕樹（楽天）栗林良吏（広島）湯浅京己（阪神）大勢（巨人）宮城大弥（オリックス）宇田川優希（オリックス）高橋奎二（ヤクルト）高橋宏斗（中日）伊藤大海（日本ハム）◆捕手甲斐拓也（ソフトバンク）中村悠平（ヤクルト）大城卓三（巨人）◆内野手源田壮亮（西武）牧秀悟（DeNA）村上宗隆（ヤクルト）山田哲人（ヤクルト）山川穂高（西武）周東佑京（ソフトバンク）中野拓夢（阪神）岡本和真（巨人）◆外野手近藤健介（ソフトバンク）鈴木誠也（CHC）吉田正尚（BOS）L.ヌートバー（STL）前スレhttp://hayabusa.open2ch.net/test/read.cgi/livejupiter/1674810316/
",名無し,2023/1/27,19:55:57,3eS0
609,"
女子大生ってマジで皆セックスしてるんだな
","サークル飲み行ったんやが、まだ18歳でクッソ可愛い世間知らず感出してるサークルの後輩が「大きいのは嫌だけど小さいのも嫌です♡」とか言ってて家帰ってシコったわ
",名無し,2023/1/27,21:32:29,BmfT
610,"
【実況】パイレーツ・オブ・カリビアン デッドマンズチェスト
","なぜ前スレhttp://hayabusa.open2ch.net/test/read.cgi/livejupiter/1674820967/
",名無し,2023/1/27,22:44:13,shTe
611,"
安価で新しいカップ麺をつくる
","麺の量>>3
",名無し,2023/1/27,22:45:59,SEuQ
612,"
医者「イッチ君は発達障害ではありません」　ワイ「」
","学力常に最下位、身長155cm、17歳でハゲる、運動も当然壊滅的これでもマジで健常なのか…？
",名無し,2023/1/27,22:46:38,jN19
613,"
【Mリーグ実況】渋谷vs桜vs海賊vs赤坂
","ないような気がしたので第一試合https://mobile.twitter.com/m_league_/status/1618851300803809281
",名無し,2023/1/27,19:04:33,2tKU
614,"
彼女ほちいよおおおおお
","あーモテたい彼女ほしすぎる
",名無し,2023/1/27,23:27:15,uCAy
615,"
おんｊお絵かき雑談部26
","ガチ絵でも落書きでもなんでも描け…　鬼龍の様にこのスレは雑談しながらお絵描きするだけの道具やんけ　なにムキになっとんねん雑談だけしたいとか悲しくて暴れたいとか愚痴りたいとかそんなん思たらいつでもこのスレにぶつけてくれスレ住民のでっかい大胸筋でなんぼでも受け止めたる住民めっちゃタフやし※追記 2022/12/17 12:26:56>>1リクスレではないので絵描き側から要望が出ない限りリクエストはなしでお願いします※追記 2022/12/17 16:08:54!jien前スレhttp://hayabusa.open2ch.net/test/read.cgi/livejupiter/1672307740/
",名無し,2023/1/14,14:13:22,o3G1
616,"
国民全員に30万/月支給されます　ってなった場合働く？ 
","ワイは安っぽい生活してると見下され確実やし働くけど
",名無し,2023/1/27,23:04:42,R9ai
617,"
【悲報】グラビアアイドルさんやらかす
","https://twitter.com/anami_hito/status/1618531689252196358終わりやね
",名無し,2023/1/27,23:30:41,FaSL
618,"
画像作って遊ぼうや　novelAI18
","安価ワードをAIにぶっこむ1安価単語1ワード書き込みバグ喰らったら放置排泄物・吐瀉物禁止チンマン尻穴のモロは貼らない児ポは絶対貼らない乳首くらいなら貼る海外での知名度や学習元サイトのイラスト総数で画像に反映されるか決まるので最近の版権キャラなどは反映されないよ余りに空気が読めないルール無視などの場合アク禁英訳やAI呪文描いてくれるのはとてもありがたいけど、見てる人のために日本語も書いてくれると良いね前スレhttps://hayabusa.open2ch.net/test/read.cgi/livejupiter/1674557538/
",名無し,2023/1/27,22:14:02,YNhL
619,"
ロマサガ3やるンゴ！4
","https://youtu.be/kb3h-XlGZ0I前スレhttps://hayabusa.open2ch.net/test/read.cgi/livejupiter/1674308923/※追記 2023/01/27 21:35:30https://youtu.be/dLTDx6_nGow
",名無し,2023/1/26,23:01:07,j9nO
620,"
言うほど人間って食えないんか？
","昆虫色よりはいけるやろ
",名無し,2023/1/27,23:28:18,oD9a
621,"
唐揚げつくる
","材料は肉1.2キロ
",名無し,2023/1/27,22:20:20,5NRn
622,"
西成行ってきたで
","最初に文才とかないんで、日記みたいな感覚で読んでください。全レス返せるかはわかりません。書きだめとかも特にないんで、あしからず。
",名無し,2023/1/27,23:07:39,izqe
623,"
AIイラストやったことないやつｗｗｗ3
","https://waifus.nemusona.com/最新のanythingモデル。綺麗な画像ができるように設定済みだから絵柄を変えるのは難しいかも。使い方Positive Promptsに作りたい画像（制服黒髪ロングの例: girl, school uniform, black hair, long hair,）Negative Promptsは除外したいものGenerateで画像生成有名ならキャラ名だけでも作れる。日本語はほぼ認識しない。呪文生成サイトエロはないhttps://programming-school-advance.com/ai-image-generation呪文生成サイトhttps://note.com/ryon3/n/n5c5c2f79c596呪文生成サイトhttps://huggingface.co/spaces/NoCrypt/DeepDanbooru_string次スレは>>900踏んだ人が建ててください※追記 2023/01/25 23:45:58前スレhttps://hayabusa.open2ch.net/test/read.cgi/livejupiter/1674390799/l10
",名無し,2023/1/25,23:42:23,dAwt
624,"
>>5の曲をみんなで聴くスレ
","スレタイ通り安価を取って曲を貼っていくスレ曲を貼った人は、曲の終盤か終わった後(長い曲は4～5分辺り)に次安価を出すことスマホでニコニコの曲を貼るときはspをwwwに変えてね(PCはそのまま)安価をとっていない人が勝手に曲を貼ったらアク禁とする煽り・荒らし行為もアク禁主のスレ管理が難しくなったら副主も選ぶで
",名無し,2023/1/27,21:26:33,6Rey
625,"
日本っていつ滅びると思う？
","戦争で滅びる南海トラフで滅びる少子化で滅びるどれやろか？
",名無し,2023/1/27,23:27:17,gKN3
626,"
高卒ワイ入社したら大卒がいた時の気まずさ
","大金払って大学出たのにかわいそう
",名無し,2023/1/27,23:24:11,soNV
627,"
【朗報】ケトルベルぶるんぶるん動画、見つかる
","https://youtube.com/shorts/3YNDvy3IKl4?feature=share
",名無し,2023/1/27,23:18:04,9BKP
628,"
麻雀に自信奴ｗｗｗｗｗｗｗｗｗ3丁目
","麻雀一番街ってゲームがあるんだけど一緒にやろうず！https://www.mahjong-jp.comhttps://twitter.com/RiichiCity_JPテンポの良さがおすすめなんだぜひ試してみてよ！このスレで夜22時ごろから個室でも打ってるよ！たまに絵も描く一緒にどんどん描こう！！前スレhttps://hayabusa.open2ch.net/test/read.cgi/livejupiter/1674412691/
",名無し,2023/1/27,22:48:33,QlGE
629,"
【急募】安くて美味しいパスタに自信ニキ
","なんかある？ソースでも麺でも
",名無し,2023/1/27,23:28:57,FiJE
630,"
【悲報】ガチのマジでウクライナ侵攻402
","!jien※次スレを立てる人は「必ず」アク禁の設定を引き継ぐことRONDERI発表のリアルタイム戦況図https://www.google.com/maps/d/viewer?mid=1lscRK6ehG0l2V-XvJ16nsyblMsQ&hl=en_US前スレhttps://hayabusa.open2ch.net/test/read.cgi/livejupiter/1673614916/
",名無し,2023/1/26,11:43:08,SCyH
631,"
西側戦車vsロシア軍戦車のキルレシオwww
","400対1湾岸戦争にて米軍エイブラムスは８００両以上のイラク軍戦車（T-72 旧ソ連製）を撃破したのに対し、損害は２両だけという４００対１という圧倒的なキルレシオを発揮したのである。
",名無し,2023/1/27,20:55:38,waqf
632,"
おんJ競馬予想部509R
","主が次スレを立てない場合は>>950が立てること!sk1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18前スレhttps://hayabusa.open2ch.net/test/read.cgi/livejupiter/1673875759/
",名無し,2023/1/22,15:21:31,Ln4p
633,"
自衛隊が採用すべき銃はこれだ！
","ミニミだけでは足りぬ
",名無し,2023/1/27,23:17:29,W2Xm
634,"
鉄オタさんの名言
","「LGBTのTはTrainのTやから」確かにマイノリティやな
",名無し,2023/1/27,23:30:16,W2qX
635,"
外野で後逸ある？
","俺高校の最後の試合でシード校相手にホームラン打ったんよこれスカウトから声かかるべ思ってそれで満足したんよなただヘボPがウチがボゴボゴ打たれてコールド寸前だったんや最後センターの俺の前にフライ揚げたからダイビングで取りに行ったけど及ばなくて拾いにも行かなかったんやそしたら試合後俺が戦犯みたくなってて草やっあ
",名無し,2023/1/27,23:29:03,EV4n
636,"
社員平均年齢57歳の会社に入社したんやが
","めちゃくちゃDXが進んでてビビるんやが
",名無し,2023/1/27,23:22:24,d029
637,"
おんジェイで名言、生まれる…！
","https://hayabusa.open2ch.net/test/read.cgi/livejupiter/1674828554/?id=gsXb
",名無し,2023/1/27,23:15:30,GqTN
638,"
🎁🎁🎁🎁🎁←祝旧正月プレゼント！！！！
","💻　🥺　💩　🗿　🍙
",名無し,2023/1/27,23:31:50,gF6s
639,"
裏切りキャラ「○○様…（あ、やべえｗ）」
","裏切りキャラ「い、いや○○よ貴様もこれで終わりだ」こんな言い直しする必要あるか？
",名無し,2023/1/27,23:30:25,q4hq
640,"
ゲーム作りたいんやけど何からすればいいの？
","コマンド押して絵がリアクションとる程度のものでええんやけど何すればいいかわかんねえわ
",名無し,2023/1/27,23:01:25,6fFl
641,"
【音楽】平成前期特有のアップテンポソングブーム
","なんやったんや、あれ
",名無し,2023/1/27,3:20:01,lUQl
642,"
おんjで賎ヶ岳の七本槍言えるやつ0人説
","加藤清正、福島正則、片桐且元、脇坂安治あと誰やねん😡😡😡
",名無し,2023/1/27,23:19:29,7nao
643,"
【定期】コラ画像制作スレ
","
",名無し,2023/1/27,22:37:03,yt3S
644,"
辞めたほうがいい会社の特徴
","OSのアップデートをさせてくれない
",名無し,2023/1/27,23:20:08,9tOd
645,"
【悲報】ワイ、曲スレで選曲を馬鹿にされる
","ええんか…
",名無し,2023/1/27,22:38:33,AhAU
646,"
おんＪ株式投資部 その174
","初心者に優しく投資スタイルの押し付け厳禁みんな儲けて幸せに投資は自己責任で!jien !バルサン日経225先物https://nikkei225jp.com/chart/米国株先物https://nikkei225jp.com/nasdaq/世界市況https://www.nikkei.com/markets/worldidx/モーニングスター(投信検索サイト)https://www.morningstar.co.jp/初心者向け学習ツール（東証マネ部）https://money-bu-jpx.com/次スレは >>950 が立ててください。950が立てられない場合は >>970 が立ててください。>>950 踏んだ人は次スレ立てる時にアク禁引き継ぎにチェックすること前スレhttp://hayabusa.open2ch.net/test/read.cgi/livejupiter/1672115099/
",名無し,2023/1/16,10:44:47,PHuP
647,"
麻雀に自信奴ｗｗｗｗｗｗｗｗｗ2丁目
","麻雀一番街ってゲームがあるんだけどさ、一緒にやろうず個室で対戦もやってるよ絵が描ける人に勝つとなんか描いてもらえる！かももしかしたらえっちなものも…？※追記 2023/01/23 03:43:44麻雀一番街https://www.mahjong-jp.comhttps://twitter.com/RiichiCity_JP前スレhttps://hayabusa.open2ch.net/test/read.cgi/livejupiter/1673457040/
",名無し,2023/1/23,3:38:11,iXST
648,"
女子大生ってマジで皆セックスしてるんだな２
","サークル飲み行ったんやが、まだ18歳でクッソ可愛い世間知らず感出してるサークルの後輩が「大きいのは嫌だけど小さいのも嫌です♡」とか言ってて家帰ってシコったわ前スレhttps://hayabusa.open2ch.net/test/read.cgi/livejupiter/1674822749/l10
",名無し,2023/1/27,23:31:55,BmfT
649,"
朗報、ワイ強い
","
",名無し,2023/1/27,23:27:09,Xzog
650,"
死にたいと思うことはいけないことなのか？
","死にたい
",名無し,2023/1/27,23:27:54,f62q
651,"
こいつをプロ野球選手と合成してくれ
","このスレの派生やhttps://hayabusa.open2ch.net/test/read.cgi/livejupiter/1674826623/
",名無し,2023/1/27,23:14:48,lftK
652,"
安価で人間作る
","年齢　>>2
",名無し,2023/1/27,22:52:12,uNWJ
653,"
人事やけど楽しい
","個人情報見放題や
",名無し,2023/1/27,22:59:44,6nJP
654,"
【gif】おっぱいブルンブルンスレｗｗｗｗｗｗ
","腹筋スレじゃなくて良かったねいつも騙されてるからワイからの慈悲だよ
",名無し,2023/1/19,20:07:36,UODq
655,"
スパイファミリーのSURVIVALとかいうオープニング
","だんだんハマる
",名無し,2023/1/27,23:29:12,BSuX
656,"
中国語と英語ってどっちがエっチ何？
","エッチな方を勉強するわ
",名無し,2023/1/27,23:26:11,vcbd
657,"
細木数子のヌードが流出wwwwwwwwwwww4
","前スレhttp://hayabusa.open2ch.net/test/read.cgi/livejupiter/1649227317/
",名無し,2023/1/27,8:31:29,coC4
658,"
米津玄師「すたみな太郎かぁ……」店「今ならパン食べ放題」
","米ならばどれほどよかったでしょう
",名無し,2023/1/27,23:26:16,rDVH
659,"
アク禁されてしまいました
","https://hayabusa.open2ch.net/test/read.cgi/livejupiter/1674827198/何がいけなかったのでしょうか
",名無し,2023/1/27,23:22:59,LrCK
660,"
Amazonの注文履歴を見せるスレ
","見せてくれええええええ
",名無し,2023/1/27,23:09:43,qaMv
661,"
先生「えーっと次は綿 平良夫（めん・へらお）……さん……？」
","みんな「メンヘラー！　よっ！　日本一！」ヘラオ「オレ、サッカーで天下取るから！」先生（あと数年後にはヘラオくんは……）ｼｸｼｸ
",名無し,2023/1/27,23:24:19,WDpL
662,"
【HEY！エリートサラリーマン鏡 】おんJパチンコスロット部　88set目【COME ON!!】
","コンプリート目指して駆け抜けろ！新台情報https://777pachiseven.jp/calendar/http://p-kn.com/calendar/次スレは>>980が立てること前スレhttps://hayabusa.open2ch.net/test/read.cgi/livejupiter/1670751735/
",名無し,2023/1/4,17:11:19,Fa3O
663,"
全国で海釣り集会所 part.147
","■海釣り実況者が集う雑談スレですが、名無し・ご新規・初心者どなたでも歓迎です。■コテを付けて参加するとオリジナルＪっ釣りマンシールをデザインしてもらえるかも…！？前スレhttps://hayabusa.open2ch.net/test/read.cgi/livejupiter/1673989756/1-100過去シール一覧はこちらhttps://suzuri.jp/Onj-fishingTwitterhttps://mobile.twitter.com/touhoku_deおんJ魚釣り部https://hayabusa.open2ch.net/test/read.cgi/livejupiter/1666425899/1-100新規住人随時募集中！
",名無し,2023/1/22,2:29:42,jvac
664,"
【朗報】「失われた30年」、終わる
","「失われた40年」に無事突入を果たした模様
",名無し,2023/1/27,22:27:32,Jexn
665,"
妹「童貞のクセにぃｗ」ワイ「いや彼女いるけど」妹「はぁ！？（ｻﾞﾊﾞｧｰ」
","なぜか怒って体も拭かずに出て行ってもうたわ…
",名無し,2023/1/27,23:17:53,MI7D
666,"
【悲報】浅草でコンビニバイトちうのワイ、日本語を話せない外国人客にブチ切れ
","外国人｢〇△□✕％※｣ワイ｢日本語で言えやバカタレ‼️殺してしまうぞ‼️キルミー😡｣外国人｢oh......｣ﾀｲｻﾝｰ二度と来ないで欲しい
",名無し,2023/1/27,22:25:06,6hxa
667,"
ワイ、存在しない女を叩いていたら糖質に粘着されてしまう…
","存在しない女だからいいんじゃないんですかね
",名無し,2023/1/27,21:00:06,MMlN
668,"
本日のガイジ
","#id:jNVN
",名無し,2023/1/27,16:29:54,6WcE
669,"
ID:LrCKとID:i8Ecに注意
","*同一人物です自演バレした経緯は以下からhttps://hayabusa.open2ch.net/test/read.cgi/livejupiter/1674804594/
",名無し,2023/1/27,19:27:16,Yl50
670,"
🥺🤙ゆっ！かわいくてごーめーん！
","🥺ざまあなのらw
",名無し,2023/1/27,23:15:29,gF6s
671,"
邪馬台国は九州にあったんじゃね？
","だって中国から近いじゃん
",名無し,2023/1/27,23:22:09,cAVV
672,"
無敵の人になりたいやつ来いや
","明日午後秋葉原駅昭和通り口で待つから、ワイを頃してくれ
",名無し,2023/1/27,23:20:02,o8cE
673,"
お前らが好きなバンドをワイが採点する
","はいどうぞ
",名無し,2023/1/27,23:19:53,Mp9F
674,"
ワイスピ面白くて草
","千葉真一が英語喋っとったわ🥺
",名無し,2023/1/27,23:23:43,CLa5
675,"
クッソ高いことでお馴染みのウォーハンマーが今なら安価で始められるという事実
","約1000円でフィギュア3体とブラシ、塗料まで手に入るとかお得すぎるわ
",名無し,2023/1/27,23:29:55,7uxp
676,"
このボスキャラ知ってる人いるか？
","昔YouTubeで見た記憶なんだが股間に青色のと赤色の装置つけてて赤からは火炎放射 青からは水だか氷だか出して攻撃してきた男ゾンビゲーだかホラゲーだかの敵だった気がするんやが
",名無し,2023/1/27,21:28:11,smhu
677,"
ウマ娘で1番可愛いエルコンドルパサーちゃん描いて描いて
","お願いしまーす
",名無し,2022/8/29,23:22:57,Qt2e
678,"
西住みほ描いてクレメンス
","ぬ？
",名無し,2022/5/1,0:24:56,pu7E
679,"
おやすみスレ★4
","なんかうっかり4スレ目おやすみ〜前スレhttp://hayabusa.open2ch.net/test/read.cgi/livejupiter/1611150904/
",名無し,2022/5/2,23:31:46,sDTC
680,"
白ビキニの後藤ひとりが引き攣った笑顔でパイズリしてる絵
","すき
",名無し,2023/1/23,21:43:05,YAKF
681,"
ファブリーズのレバーのとこ壊しちゃったんやが…
","百均のスプレーの頭外して交換したりできる？
",名無し,2023/1/27,22:34:12,chd2
682,"
彼女出来たらどんな人生になるんやろか
","尚、29歳故手遅れな模様
",名無し,2023/1/27,23:21:38,gKN3
683,"
【悲報】ワイ、家に帰ると玄関にPS5があって大喜びするも・・・
","ワイ「マッマ！！PS5買ってくれたんか！？！？！？」マッマ「あっそれ、親戚の子が欲しがってるやつだからあんたのじゃないよ」ワイ「」
",名無し,2023/1/27,23:25:41,uNWJ
684,"
🫵🥺おい、そこのお前
","🫵🥺明日は休みだから夜更かししていいぞ
",名無し,2023/1/27,23:24:50,gF6s
685,"
巨人ファン辞めたから他におススメある？
","ベイスターズが第一候補なんやが
",名無し,2023/1/27,23:25:09,sdgL
686,"
持ってるゲームハードを言うスレ
","PS5PS4PS2スイッチ✖️2スイッチライト3DS✖️22DSDS
",名無し,2023/1/27,23:16:59,uNWJ
687,"
アラサーやけどデートしたこともないんだが
","デートって楽しいんやろなぁ
",名無し,2023/1/27,23:24:36,gKN3
688,"
富山県上市町とか言う地味に凄いところ
","ムヒYKK日本海みそ剣岳細田守ど田舎にしてはようやっとる
",名無し,2023/1/27,23:20:19,LHQE
689,"
そ　し　て　か　が　や　く　ウ
","1文字スレ撲滅委員会副会長です🥺
",名無し,2023/1/27,23:11:56,gF6s
690,"
乳首吸われたい
","ぶっちゃけフェラより気持ちええわ
",名無し,2023/1/27,23:16:58,uCAy
691,"
でんじゃらすじーさんが童貞卒業しているという事実
","なのにお前らときたら……
",名無し,2023/1/27,23:21:06,7nao
692,"
チーギュイ🤓「重すぎるっつーの💢💢💢」←重そうなもの
","なに？
",名無し,2023/1/27,23:20:22,FiJE
693,"
やっぱデブってクソだわ
","今日のバイトでそう思った
",名無し,2023/1/27,23:21:58,vUd2
694,"
お前らここに入る漢字何か分かるか？
","これや
",名無し,2023/1/27,22:56:34,MgOu
695,"
💇💆👸🧕🧑‍🦰🧑‍🦳🧓🤱🤰👩「大大大大出世！！！」
","なにこれ
",名無し,2023/1/27,23:15:48,FiJE
696,"
ハンターハンターと鬼滅って似てるとこあるよな
","主人公が覚悟ガンギマリのマジキチなあたり
",名無し,2023/1/27,23:20:20,Cf8K
697,"
ボボボーボ・ボーボボって海外じゃウケ悪いらしいな
","ギャグが理解できないとかで
",名無し,2023/1/18,0:22:21,6dr8
698,"
ワイ微デカチン、自分と同サイズのディルドのレビューを見て捗るｗｗｗｗｗｗ
","自己肯定感クッソ高まるンゴねぇなお半分くらいは男のレビューな模様
",名無し,2023/1/27,23:14:10,I4Gx
699,"
仮面ライダー草
","始まりの昭和ライダー駆け出した平成ライダーズッコケ令和ライダー
",名無し,2023/1/27,23:19:59,Fdnm
700,"
ワイ（25）、母親と二人でカラオケへ
","たのちー！
",名無し,2023/1/27,22:36:08,TUdv
701,"
山王戦時の桜木花道だったら湘北は海南倒して予選1位で突破できたという事実
","こいつのポテンシャルはヤバい
",名無し,2023/1/27,23:19:25,2LCU
702,"
昨日のグロスレの主はどうなったんやろなぁ
","出てきてくれへんかなぁ
",名無し,2023/1/27,23:19:10,gF6s
703,"
あんかけスパゲッティとかいう県民からも結構嫌われてる食べ物ｗ
","ランチはサラリーマンで大人気な模様😁
",名無し,2023/1/27,23:09:01,49Hj
704,"
【悲報】ヒカキンさん、「チー牛」というワードを使ってしまい炎上
","https://youtube.com/shorts/VBlbV57o3LM?feature=share
",名無し,2023/1/27,23:06:22,FpCc
705,"
ソドムとゴモラ民「ホモセしてたら滅ぼされたわ」←これ
","LGBTって神に背く行為やんけ何で許容してるわけ?寓話まであんのに
",名無し,2023/1/27,23:08:21,e0cI
706,"
一回で良いから「チィ・・・！」て言ってみたいから
","なんかまずそうな状況をワイに報告してくれ
",名無し,2023/1/27,23:04:32,u4ih
707,"
おんJ民「物価高やけどその分収入も増えてるから…」←これ
","ホンマか？
",名無し,2023/1/27,23:17:41,lq3J
0,,,,,,
1,"
時は満ちた
","あとは始めるだけだ。
",名無し,23/01/29,23:32:51,0yhw
2,"
【朗報】ワンピース、くっそ面白い
","今まで信者煽るだけしかしてなかったけど試しに読んでみたらハマってしまったわちな最新話まで追いついた
",名無し,23/01/30,01:34:04,5IH8
3,"
まとめサイトのZ世代批判記事めっちゃ増えてる
","マジでZ世代の限界感じるわネットで見る限りZ世代の民度崩壊してるワイが若い頃はこんなんじゃなかった
",名無し,23/01/30,01:12:31,g30x
4,"
AIイラストやったことないやつｗｗｗ4
","https://waifus.nemusona.com/最新のanythingモデル。綺麗な画像ができるように設定済みだから絵柄を変えるのは難しいかも。使い方Positive Promptsに作りたい画像（制服黒髪ロングの例: girl, school uniform, black hair, long hair,）Negative Promptsは除外したいものGenerateで画像生成有名ならキャラ名だけでも作れる。日本語はほぼ認識しない。呪文生成サイトエロはないhttps://programming-school-advance.com/ai-image-generation呪文生成サイトhttps://note.com/ryon3/n/n5c5c2f79c596呪文生成サイトhttps://huggingface.co/spaces/NoCrypt/DeepDanbooru_string次スレは>>900踏んだ人が建ててください前スレhttp://hayabusa.open2ch.net/test/read.cgi/livejupiter/1674657743/
",名無し,23/01/28,19:35:03,IHWf
5,"
おんｊお絵かき雑談部26
","ガチ絵でも落書きでもなんでも描け…　鬼龍の様にこのスレは雑談しながらお絵描きするだけの道具やんけ　なにムキになっとんねん雑談だけしたいとか悲しくて暴れたいとか愚痴りたいとかそんなん思たらいつでもこのスレにぶつけてくれスレ住民のでっかい大胸筋でなんぼでも受け止めたる住民めっちゃタフやし※追記 2022/12/17 12:26:56>>1リクスレではないので絵描き側から要望が出ない限りリクエストはなしでお願いします※追記 2022/12/17 16:08:54!jien前スレhttp://hayabusa.open2ch.net/test/read.cgi/livejupiter/1672307740/
",名無し,23/01/14,14:13:22,o3G1
6,"
vtuberのコメント欄で全員同じようなコメントをする雰囲気が怖い
","今日たまたま見たけど
",名無し,23/01/30,02:25:40,5oBh
7,"
時間が無いから一文で抜きたいんやが
","抜けるような一文書いてくれや
",名無し,23/01/30,02:27:59,FoQw
8,"
【12球団総合】プロ野球雑談・議論 Part256
","・煽り荒らしはとりあえずバツポチで対応・次スレはアク引継ぎで>>950よろしく!jien!ngk【ＷＢＣ日本代表メンバー】https://sports.yahoo.co.jp/contents/2606【日本代表今後の日程】https://www.nikkansports.com/m/baseball/photonews/photonews_nsInc_202301180000045-0.html前スレhttp://hayabusa.open2ch.net/test/read.cgi/livejupiter/1674993055/
",名無し,23/01/29,22:22:26,TaUQ
9,"
ぬとらじ
","21じ(多分)までやりまーす
",名無し,23/01/29,19:28:40,XiIu
10,"
ワイの思想って右翼左翼どっちや？
","反共産主義脱原発反増税反フェミニズム日韓印同盟締結(中国包囲網)消費税廃止憲法9条改正再軍備および軍拡脱米従属天皇は京都へ戻し全ての行事へ参加させないアジア連邦創設ブラック企業撲滅児童ポルノなどを解禁する代わりに性犯罪の重罪化
",名無し,23/01/29,18:56:48,HWQ6
11,"
ボードゲームやろうや【初心者歓迎】
","https://boardgamearena.com/?sp=1ec3csBGAってフランスのサイトなんやが日本語対応してるやで〜ルール知らなくても説明するから気軽に参加や観戦してな〜https://boardgamearena.com/group?id=1804610おんJグループhttps://w.atwiki.jp/bga9997/pages/25.htmlアカウントの作成方法
",名無し,23/01/29,20:00:03,ll9d
12,"
おんjでイチバン頭狂ってたのって誰？
","イッチ、ワイって書く奴はアク禁ね
",名無し,23/01/30,02:16:23,sPWd
13,"
[街録ぬとらじ]モラルという手錠
","参加お願いします。インタビューします。
",名無し,23/01/30,00:23:18,5P0V
14,"
【速報】三笘、リヴァプール相手に決勝ゴールを決まる！！！！！
","残り時間数分の模様
",名無し,23/01/30,00:21:09,98CF
15,"
ぬとらじする
","つかれてない
",名無し,23/01/30,00:05:17,bqzw
16,"
【悲報】ガチのマジでウクライナ侵攻402
","!jien※次スレを立てる人は「必ず」アク禁の設定を引き継ぐことRONDERI発表のリアルタイム戦況図https://www.google.com/maps/d/viewer?mid=1lscRK6ehG0l2V-XvJ16nsyblMsQ&hl=en_US前スレhttps://hayabusa.open2ch.net/test/read.cgi/livejupiter/1673614916/
",名無し,23/01/26,11:43:08,SCyH
17,"
プロのおんj民やけど質問ある？
","ちなJ2
",名無し,23/01/30,02:41:43,eQM2
18,"
おすすめのAV女優を教え合うスレ
","やっぱ永井みひなやね…
",名無し,23/01/29,18:14:23,eQXY
19,"
宗教ってなんで勧誘してくるん？
","信じるのは勝手やけどそれを人に押し付けんで欲しいわ
",名無し,23/01/30,02:27:36,LMWu
20,"
マイケル・ジャクソン「ベトナム料理美味いンゴ」
","ポゥー
",名無し,23/01/30,02:38:37,DRyf
21,"
ワイ、推薦入試真面目にやらなかったことを大後悔
","早く合格すれば学校登校せんでもよかったやんけ…
",名無し,23/01/30,02:42:19,Wy8U
22,"
納豆界とかいうたった一つの新商品にぶっ壊された界隈
","たまご醤油たれ納豆が最強すぎてこれしか売れない模様
",名無し,23/01/29,22:34:28,xPvZ
23,"
【画像】【悲報】ジャップ「時代を先取りした結果ｗｗｗ」
","これ全部売れなかった模様世界初のVRゲーム(バーチャルボーイ、任天堂、95年)世界初のスマホ(IBM Simon、三菱電機、94年発売)世界初の自撮り棒(コニカミノルタ、エクステンダー、83年)世界初のロボット掃除機(チリトリー、任天堂、79年発売)
",名無し,23/01/30,02:32:08,Y0u9
24,"
「エロい」とは「好き」から最も遠い感情だよ
","童貞だけどそうおもう🥺
",名無し,23/01/30,02:30:03,Wy8U
25,"
おっぱい見せてる女の子の絵描いて
","ネタっぽいのでもええでAIは見飽きたからNG
",名無し,23/01/28,16:33:28,suqe
26,"
少しずつエッチになるスレ
","始めます
",名無し,23/01/30,02:40:26,6uA6
27,"
彼女にキスしようとしたら毎回フラれるやが
","そんなにキス顔きもい？
",名無し,23/01/30,02:44:14,nTN7
28,"
こんな時間やけどrandom勝負しよ
","3連勝したら勝ちや
",名無し,23/01/30,02:44:09,U6xv
29,"
内閣支持率って『０』が限界なんだぞ？
","つまりある程度まで下げてしまえばそれ以上は下がらないという裏技がある
",名無し,23/01/30,02:43:27,WhGR
30,"
最近「可愛くてごめん」とか「ぼっちざろっく」とか友達いないブーム来たのかと思ったけど
","よくよく考えたらわたモテとか昔からそういうブームあったわ
",名無し,23/01/30,02:42:41,8rXl
31,"
ワイ氏、生きてる意義が不明
","出勤いややー言うて結局6本入りのストゼロのケース空にしてそれでも涙止まらなくてなんでワイって生きてるん
",名無し,23/01/30,02:32:23,qpFQ
32,"
マルコムXとかいう容姿SSRの謎の黒人
","何者なん？
",名無し,23/01/30,01:58:13,v6te
33,"
ヒロインがたくさんいます←わかる　みんな揃いも揃って主人公(♂)が好きです←ま、まぁわかる
","主人公くん以外にも男はいるけど誰一人として女がつきません←えぇ…
",名無し,23/01/30,02:17:54,CJSq
34,"
お前らってなんか賢い感じだしてるけど野球見てるバカガイだろ？www
","草www
",名無し,23/01/30,02:33:25,nr6K
35,"
厨房ワイジ、彼女欲しい
","青春送りたい...
",名無し,23/01/30,02:17:40,6QD3
